Gene Symbol,Gene stable ID,Cardiomyocytes-specific ennhancer (GFP+ only),X30kGFPpos1,X30kGFPpos2,X30kGFPpos3,X500kGFPneg4,X500kGFPneg5,X500kGFPneg6,ucsc_url
adat2,ENSDARG00000041944,chr20:37737173-37737497 (+47685);,15355,0,6,85,140,106,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr20%3A37733181%2D37760481
adck1,ENSDARG00000062561,chr17:17582120-17583567 (+3589); chr17:17380293-17380695 (+205939); chr17:17317552-17317847 (+268733),0,0,19,20,28,34,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr17%3A17491226%2D17759220
adcy2b,ENSDARG00000014588,chr19:28286411-28286809 (-24296); chr19:28268447-28268811 (-6315); chr19:28266205-28266500 (-4039); chr19:28262706-28263095 (-587); chr19:28204550-28204914 (+57582),15,0,99,98,61,56,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr19%3A27608927%2D27777228
adcyap1b,ENSDARG00000027740,chr2:31005441-31005736 (+12737); chr2:30990278-30991001 (+27686),16,0,49,1271,1318,1688,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr2%3A31296644%2D31302619
adcyap1r1,ENSDARG00000053724,chr2:52674288-52674583 (-117542);,8634,0,0,167,172,183,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr6%3A32966750%2D33023745
add1,ENSDARG00000103962,chr21:3164029-3164357 (+333595);,25248,0,210,1371,1560,1768,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr21%3A1990905%2D2042046
adipor2,ENSDARG00000101849,chr4:7431801-7432827 (+56800); chr4:7395752-7396211 (+93132),73,0,104,640,691,795,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr4%3A8670662%2D8711031
adoa,ENSDARG00000042827,chr12:8903430-8904099 (-325305); chr12:9056226-9056602 (-172656),9,0,19,203,292,227,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr12%3A8474868%2D8476513
adora2ab,ENSDARG00000058488,chr21:11466454-11466794 (-36894);,25502,0,67,21,61,56,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr21%3A13301798%2D13311387
adora2b,ENSDARG00000002533,chr5:66350466-66350777 (-488863); chr5:66311040-66311405 (-449464); chr5:65852179-65852497 (+9421),0,0,3,44,44,46,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr5%3A62781626%2D62801879
adra2a,ENSDARG00000040841,chr22:32312332-32312653 (-36209);,30248,0,25,64,53,49,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr22%3A29584800%2D29586608
adra2b,ENSDARG00000102096,chr8:42177165-42177476 (+83255);,16716,0,0,34,49,33,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr8%3A40644838%2D40646418
adrb1,ENSDARG00000007490,chr12:31994596-31994949 (+24544);,21587,0,2,18,27,13,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr12%3A30442230%2D30443562
adrb2a,ENSDARG00000088124,chr14:35989545-35989840 (-4358); chr14:35980005-35981345 (+4660); chr14:35965915-35966210 (+19272); chr14:35959564-35959951 (+25577),146,0,189,76,116,158,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr14%3A34825465%2D34830615
adrb3a,ENSDARG00000053646,chr8:38672168-38672613 (-139949); chr8:38785161-38785471 (-27024); chr8:38813877-38814336 (+1767),6,0,33,92,162,124,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr8%3A37700090%2D37738751
adrb3b,ENSDARG00000052919,chr10:42618962-42619257 (+44662);,27305,0,6,9,7,6,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr10%3A41199660%2D41214668
aebp2,ENSDARG00000006038,chr4:3070539-3070969 (-254417); chr4:2796417-2796777 (+19740); chr4:2758247-2758785 (+57821); chr4:2735920-2736336 (+80209); chr4:2703393-2703688 (+112796),20,0,44,787,723,941,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr4%3A2923199%2D2945306
aff4,ENSDARG00000001857,chr21:41665366-41665661 (+53557);,26212,0,549,3142,3498,4157,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr21%3A43178817%2D43246873
aga,ENSDARG00000004889,chr14:37744946-37745243 (-87487);,18804,0,13,68,32,34,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr14%3A36428441%2D36437249
agbl5,ENSDARG00000045900,chr4:485005-485480 (-17995);,41,0,12,428,766,792,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr4%3A737539%2D760560
agfg1a,ENSDARG00000030020,chr15:34466196-34466655 (+42240);,23903,0,118,570,589,514,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr15%3A35156414%2D35212462
aggf1,ENSDARG00000060109,chr21:7666810-7667105 (+41994); chr21:7593575-7593900 (+115214),1,0,12,174,204,178,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr21%3A7741781%2D7781697
agl,ENSDARG00000100352,chr2:19777528-19777993 (-463805); chr2:19828187-19828555 (-413195); chr2:20178855-20179170 (-62553); chr2:20407551-20408601 (+166510),9,0,19,56,24,117,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr24%3A29783638%2D29868151
agpat3,ENSDARG00000036549,chr1:47348534-47348893 (+23854);,11733,0,171,1887,1934,2084,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr1%3A46837849%2D46875493
agps,ENSDARG00000042821,chr9:1595188-1595484 (+33976);,12250,0,10,76,157,153,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr9%3A1589672%2D1639965
agtr2,ENSDARG00000035552,chr5:24904522-24904840 (-6694);,5035,0,9,92,90,168,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr5%3A23242370%2D23249494
ahr1b,ENSDARG00000023537,chr22:13204740-13205163 (-22667);,29812,0,65,978,1181,1392,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr22%3A12979213%2D13042992
ahr2,ENSDARG00000021833,chr22:13408720-13409939 (-105307); chr22:13309028-13309336 (-5159); chr22:13204740-13205163 (+99071),243,0,622,1486,1361,1755,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr22%3A13046270%2D13165186
aif1l,ENSDARG00000009336,chr5:35890771-35891067 (-276396); chr5:36173087-36173495 (+5976),28,0,61,1231,1468,1303,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr5%3A34549365%2D34575502
aig1,ENSDARG00000007171,chr20:37627672-37628086 (-58117); chr20:37737173-37737497 (+51339),0,0,26,170,288,336,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr20%3A37661229%2D37736703
ak5l,ENSDARG00000017739,chr5:67441715-67442130 (+29372);,6126,0,3,37,18,32,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr5%3A64177484%2D64203101
akr1a1a,ENSDARG00000035257,chr5:43130629-43130973 (+17637);,5566,0,14,12,39,17,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr5%3A41521043%2D41531629
akt2,ENSDARG00000011219,chr18:39038639-39039011 (+11807);,20785,0,265,2824,3335,3934,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr18%3A40711188%2D40753583
aktip,ENSDARG00000026862,chr7:37696454-37696949 (-98060); chr7:37912722-37913135 (+118167),30,0,68,556,694,801,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr7%3A36467315%2D36484078
alcama,ENSDARG00000026531,chr10:29773008-29773517 (-255712); chr10:29626906-29627315 (-109560); chr10:29536242-29536537 (-18839); chr10:29332369-29332871 (+184931); chr10:29289851-29290181 (+227535),288,0,940,2437,2773,3456,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr10%3A28731749%2D28835812
alcamb,ENSDARG00000058538,chr15:18780539-18780901 (-19380);,23500,0,58,823,890,1031,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr15%3A19838458%2D19878987
aldh18a1,ENSDARG00000099579,chr12:32446855-32447209 (-5993);,21602,0,28,316,368,468,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr12%3A30788912%2D30810171
aldh1a3,ENSDARG00000076933,chr7:10404191-10404618 (+220476); chr7:10238088-10238453 (+386610),0,0,14,115,157,160,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr7%3A9721385%2D9803154
aldh3a2,ENSDARG00000074791,chr15:19865895-19866351 (-65257); chr15:19704819-19705243 (+95835),0,0,0,29,19,22,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr15%3A20799943%2D20809124
aldh6a1,ENSDARG00000053485,chr17:45222330-45222645 (+48573);,17876,0,87,816,844,1009,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr17%3A45071531%2D45104750
aldh8a1,ENSDARG00000036776,chr23:31926025-31926320 (+76114);,24853,0,3,13,23,17,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr23%3A31752604%2D31763753
aldoca,ENSDARG00000057661,chr15:15120023-15120458 (-3070);,23408,0,2,32,46,19,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr15%3A16079586%2D16098531
alg14,ENSDARG00000103093,chr24:31328557-31328863 (+7100);,28985,0,4,26,11,25,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr24%3A31201195%2D31223232
alk,ENSDARG00000095833,chr17:47199796-47200214 (+677750); chr17:47097338-47097681 (+780245),0,0,19,76,68,58,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr17%3A47187870%2D47305034
alkbh3,ENSDARG00000045606,chr25:31240731-31241030 (+13228);,31102,0,0,3,3,5,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr25%3A30233638%2D30264796
alox12,ENSDARG00000069463,chr7:27066923-27067278 (-88500); chr7:27084486-27084829 (-70943); chr7:27100168-27100491 (-55271),9,0,4,173,233,223,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr7%3A26029672%2D26047946
alx4b,ENSDARG00000074442,chr18:36792625-36792932 (+34451); chr18:37029156-37029475 (+270988); chr18:37120490-37120785 (+362310),0,0,5,10,8,23,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr18%3A38321039%2D38364462
amot,ENSDARG00000078335,chr21:36776771-36777066 (-62980); chr21:36932232-36932577 (+92506),104,0,244,787,922,1064,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr21%3A37477001%2D37550854
amotl2a,ENSDARG00000061923,chr6:27621369-27621664 (-78728);,8539,0,751,3652,4446,4805,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr6%3A27991943%2D28001131
ampd1,ENSDARG00000033832,chr8:11593586-11594003 (-1104);,16000,0,9,197,137,234,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr8%3A11080571%2D11112058
ampd3,ENSDARG00000005800,chr18:16421824-16422129 (+32367);,4459,0,20,140,71,135,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr7%3A66836476%2D66868543
amph,ENSDARG00000007663,chr2:31592294-31592604 (+62431);,10014,0,10,1222,1731,1864,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr2%3A31891335%2D31937005
amy2a,ENSDARG00000013856,chr2:15783466-15783925 (+350325);,9591,0,0,1,0,0,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr2%3A15612755%2D15626972
angel2,ENSDARG00000016743,chr20:37940189-37940668 (+17434); chr20:37926620-37926923 (+31091),8,0,31,280,254,373,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr20%3A37920096%2D37934315
angpt1,ENSDARG00000030364,chr19:49130664-49131047 (-268173); chr19:49004147-49004442 (-141612); chr19:48930985-48931362 (-68491); chr19:48922742-48923038 (-60207); chr19:48905466-48905895 (-42998); chr19:48831099-48831402 (+31432); chr19:48706608-48706965 (+155896),6,0,57,62,65,57,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr19%3A46812272%2D46957968
angptl3,ENSDARG00000044365,chr6:32086439-32086921 (-45466);,8626,0,20,56,77,61,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr6%3A32344197%2D32349153
angptl7,ENSDARG00000027582,chr8:48460551-48460847 (+88933);,16808,0,191,692,874,845,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr8%3A46217861%2D46221296
ank1,ENSDARG00000074777,chr5:71844525-71844821 (-23325); chr5:71838605-71838988 (-17449),3,0,9,494,518,569,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr21%3A21027375%2D21148623
ankhd1,ENSDARG00000077860,chr21:25858053-25858435 (+18480);,25846,0,678,4569,4961,4877,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr21%3A26408016%2D26483237
ankra2,ENSDARG00000035399,chr5:36258521-36258874 (-341518);,5386,0,18,296,359,493,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr5%3A34981584%2D34987273
ankrd10a,ENSDARG00000037100,chr1:28071417-28071712 (-116); chr1:28106913-28107213 (+35382),1,0,10,280,243,241,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr1%3A29140884%2D29164911
ankrd10b,ENSDARG00000004771,chr9:9014579-9014982 (+28845);,12381,0,8,258,370,377,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr9%3A8929764%2D8967936
ankrd13b,ENSDARG00000014652,chr15:27910451-27910779 (+78758);,23719,0,24,299,359,373,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr15%3A28482862%2D28539650
ankrd46,ENSDARG00000044328,chr7:52548052-52548368 (-178504);,26221,0,0,29,23,27,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr21%3A43475746%2D43485351
ankrd54,ENSDARG00000055743,chr3:26991107-26991402 (+8187);,7029,0,3,126,148,111,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr3%3A26035550%2D26044759
ankrd55,ENSDARG00000099182,chr10:7950224-7950567 (-113010); chr10:7908109-7908480 (-70909),10,0,9,180,88,179,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr10%3A5823759%2D5847904
ankrd9,ENSDARG00000028804,chr17:29352640-29352936 (+17119);,17624,0,9,25,6,47,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr17%3A29276544%2D29277731
anks1b,ENSDARG00000003512,chr4:17300054-17300362 (-30613); chr4:17251155-17252656 (+17689); chr4:17234947-17235346 (+34448); chr4:17224430-17224951 (+44904); chr4:17193903-17194299 (+75494); chr4:16956266-16956928 (+312998),133,0,856,1854,1668,2101,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr4%3A17886838%2D18202291
ano2,ENSDARG00000003210,chr4:4257019-4257384 (+111525);,20166,0,5,208,196,225,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr18%3A7283283%2D7304547
ano5b,ENSDARG00000036147,chr7:34230703-34231185 (-831); chr7:34228333-34228967 (+1463),22,0,101,262,303,346,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr7%3A32834142%2D32895668
anp32b,ENSDARG00000023330,chr1:25595636-25596021 (+35095);,11343,0,189,2723,2665,2610,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr1%3A26660369%2D26664840
anpep,ENSDARG00000097285,chr25:11141523-11141820 (-36556); chr25:11291028-11291324 (+112948),0,0,0,51,36,31,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr25%3A10830269%2D10841591
antxr1,ENSDARG00000025672,chr12:3257246-3257550 (+1354);,16897,0,15,60,29,55,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr8%3A50066802%2D50133064
antxr2b,ENSDARG00000063011,chr10:9285603-9285898 (-197);,26541,0,37,38,36,15,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr10%3A9195190%2D9219663
anxa11a,ENSDARG00000077383,chr13:16383191-16383544 (+54488);,19358,0,121,389,658,490,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr13%3A16279890%2D16326598
anxa3a,ENSDARG00000009196,chr5:40640091-40640459 (-47546);,5523,0,0,72,42,25,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr5%3A39087364%2D39095623
ap1b1,ENSDARG00000020621,chr5:26529466-26529761 (-47904); chr5:26425433-26425886 (+56050),39,0,91,1192,1384,1175,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr5%3A24756496%2D24812899
ap1g1,ENSDARG00000102394,chr7:70916260-70916659 (-485365); chr7:70680667-70680962 (-249720); chr7:70648856-70649199 (-217933); chr7:70424629-70424924 (+6318),46,0,270,1840,1918,2251,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr7%3A69308270%2D69352424
ap1s1,ENSDARG00000056803,chr7:27367837-27368183 (+20991); chr7:27330800-27331095 (+58053); chr7:27318358-27318683 (+70480),3,0,5,35,62,84,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr7%3A26245061%2D26263206
ap2m1a,ENSDARG00000002790,chr2:9551245-9551540 (+54080);,9471,0,275,2256,2330,2583,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr2%3A9789811%2D9818711
ap2m1b,ENSDARG00000033899,chr18:44305637-44305967 (-65628);,20861,0,182,2680,3238,3483,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr18%3A45955042%2D45983382
ap3m2,ENSDARG00000016128,chr5:16078348-16079897 (+15237); chr5:16023564-16024001 (+70577),12,0,44,728,767,883,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr5%3A14375108%2D14390445
ap3s2,ENSDARG00000039882,chr25:10961925-10962228 (-44503);,30666,0,11,280,263,367,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr25%3A10762016%2D10803532
apaf1,ENSDARG00000021239,chr4:16956266-16956928 (+44696); chr4:17193903-17194299 (+282200); chr4:17224430-17224951 (+312790); chr4:17234947-17235346 (+323246); chr4:17251155-17252656 (+340005),83,0,117,188,148,242,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr4%3A17843717%2D17874048
apba2,ENSDARG00000060639,chr7:32228426-32228836 (+25124);,3885,0,8,1133,1262,1421,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr7%3A30787903%2D30915965
apc,ENSDARG00000058868,chr10:1868425-1868725 (-9722);,26349,0,354,9366,11298,12527,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr10%3A1849874%2D1893095
apln,ENSDARG00000053279,chr14:34634434-34634858 (-63618); chr14:34659365-34659661 (-38751); chr14:34663992-34664288 (-34124); chr14:34672370-34672665 (-25746); chr14:34805650-34806139 (+107631),0,0,72,324,256,339,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr14%3A33722950%2D33757715
aplnra,ENSDARG00000002172,chr8:42408430-42408743 (-37643);,16710,0,238,273,287,251,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr8%3A40325690%2D40327397
aplnra,ENSDARG00000002172,chr8:42408430-42408743 (+118508);,16710,0,238,273,287,251,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr8%3A40325690%2D40327397
aplnrb,ENSDARG00000036670,chr10:8700261-8700592 (-19091);,26520,0,100,607,690,657,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr10%3A8629275%2D8631361
aplp2,ENSDARG00000054864,chr18:42838743-42839251 (+104541);,20827,0,363,1181,1189,1458,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr18%3A44364530%2D44527124
apoc2,ENSDARG00000092155,chr16:26343137-26343555 (+118922);,13787,0,0,16,20,37,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr16%3A23984179%2D23994642
appb,ENSDARG00000055543,chr9:36504948-36505342 (-464113); chr9:36134851-36135172 (-93980); chr9:36129901-36130880 (-89359); chr9:36053620-36053916 (-12736); chr9:36049387-36049782 (-8553),24,0,109,1489,1508,1487,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr9%3A35026415%2D35155089
appbp2,ENSDARG00000007566,chr15:23252318-23252777 (+43826);,23618,0,294,1504,1437,1546,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr15%3A23922264%2D23942861
appl2,ENSDARG00000078139,chr25:5785201-5785504 (+268094);,30569,0,29,453,486,585,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr25%3A5790536%2D5815834
aprt,ENSDARG00000003519,chr7:56859863-56860158 (-57020);,4317,0,5,154,134,135,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr7%3A55530532%2D55539805
aqp11,ENSDARG00000100555,chr18:47231325-47231700 (-2770);,20068,0,58,192,173,255,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr18%3A3157911%2D3166726
aqp3b,ENSDARG00000069518,chr21:14913912-14914309 (-577615); chr21:14961172-14961468 (-530406),0,0,0,1,0,0,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr21%3A16980141%2D16988766
ar,ENSDARG00000067976,chr5:37301420-37301805 (+122374);,5402,0,8,126,53,70,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr5%3A35561607%2D35679140
arfgap2,ENSDARG00000067601,chr18:43328426-43328852 (+62128);,20840,0,243,1043,961,995,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr18%3A44849809%2D44874334
arfgef1,ENSDARG00000063474,chr24:19502110-19502405 (-75744); chr24:19479937-19480233 (-53571),18,0,37,684,737,836,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr24%3A18736916%2D18877118
arfip2a,ENSDARG00000059244,chr15:31182480-31182874 (-312779); chr15:31215528-31216079 (-279652); chr15:31362706-31363100 (-132553); chr15:31388811-31389154 (-106473); chr15:31453594-31453922 (-41698),1,0,88,250,289,303,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr15%3A32249062%2D32267153
arfip2b,ENSDARG00000056664,chr10:27010294-27010589 (-150463);,26889,0,51,229,433,358,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr10%3A26205779%2D26225678
arglu1a,ENSDARG00000019223,chr9:27026306-27027740 (-92534); chr9:27109406-27109760 (-9974),76,0,213,2075,2207,2270,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr9%3A26086135%2D26096626
arhgap10,ENSDARG00000078326,chr1:36468149-36468507 (-11863);,11508,0,90,357,391,443,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr1%3A36771954%2D36913091
arhgap29b,ENSDARG00000017748,chr2:14977769-14978155 (+28961);,9585,0,372,830,941,935,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr2%3A15128027%2D15198117
arhgap5,ENSDARG00000061294,chr17:31813460-31814013 (+11459);,17677,0,544,4059,4540,4942,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr17%3A31739418%2D31798265
arhgef10,ENSDARG00000077788,chr17:24943745-24944040 (-97493); chr17:25009555-25009850 (-31683); chr17:25083691-25084165 (+42542),11,0,50,174,285,228,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr17%3A25197180%2D25259478
arhgef18,ENSDARG00000042308,chr2:37318971-37319266 (-60405); chr2:37305853-37306155 (-47290); chr2:37287165-37287460 (-28599),24,0,6,379,390,458,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr22%3A10814204%2D10891213
arhgef19,ENSDARG00000078853,chr23:24446373-24447614 (-11465); chr23:24250106-24250431 (+185260); chr23:24219302-24219598 (+216079),3,0,20,132,182,228,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr23%3A24140043%2D24148646
